sentence_id	sentence	sentence_domain	source	is_used	clips_count
0147915bcd1ae655b7bcfbc04b35f3880516d7b84323b7380fc981cdb7a8506b	Lại nghe được tiếng gọi		I took sentences from a website of Vietnamese storytelling.	1	1
0175bfa4fc48399c445aab060fbf6d29387d90cca7e424c265e0a3879cd3cc24	bò mĩ nướng tiêu		tôi t? ngh?	1	1
017d05e7fe0cb22786c7a33a8dd7a974c6ccda8aedeac251f620b6c3f09d2899	Lời yêu thương...thật dịu dàng ấm êm.		th? l?c bát	1	1
0195b5c85994cb7802453c9d917a543a6f9713cb417a93e0d4c74cf614d2940a	hihi		cua toi	1	1
0209b01424b0b83ccfba70374daee98e0b782931cc91207a3916c68c7ad480db	Sau khi chú long khấn vái gì đó để gọi hồn về		I took sentences from a website of Vietnamese storytelling.	1	1
02cf78c21144cf7be7c65be5123c2e9cbdfc79306d9dacc237569135316f7605	Đã trải qua gần hết cuộc đời		I took sentences from a website of Vietnamese storytelling.	1	1
26405141a0c2eaa0d16ce12933431d37c812ce876315a607c0024ce3ae5365e9	Tháng mười về chẳng rét buốt nàng Bân		sentence-collector	1	1
353dda4c2b88cc5a8245891ea294738ede2f5759450c2da7ae583174dfc41841	Tháng mười rồi mình cùng sánh bước chung		sentence-collector	1	1
63fa2a94e669ecaa97976cf485eae150ab25cb540ac1c62a109c64ac25d1aa74	Cùng em xe chỉ tơ hồng.		sentence-collector	1	1
7195e07db4c183fd141cfe84c47ddaa061cb5485312aea1c50f1308f35b26dfb	Tháng mười về em yêu ơi có biết		sentence-collector	1	1
87edb9e44de888f3f90b2c03e0cca59bccb1971cbf375f4735738b29b6666413	Trong lòng anh dòng nhiệt huyết trào dâng		sentence-collector	1	1
91519c0fd496959ddc383b3addd3efe1133b5fd36f3b7bf8af7291808f53d653	Anh bỏ đi dấu chân còn để lại		sentence-collector	1	1
95559089f1b75f841d0a9cb18b3069becc731ee20f541c7d7cfa539f891a0906	Tháng mười thương nhớ ngẩn ngơ		sentence-collector	1	1
a5870702c5058c30fa263d6844e1653a1b8d44a1304aad7267cdcd817724d990	Nhưng vẫn giá con tim gầy giữa phố		sentence-collector	1	1
ad5bf5c2f8d2c198c105b6c7833c14130cd8cd94dbb156ad5e202c4fa9a2ae2e	Trên những con đường hối hả		sentence-collector	1	1
f2493e755abd5af55c30e1e7e421d35220247d5ff0b0af6c4461c8d10f253af0	Thì tôi cũng được chút huênh hoang rồi!		sentence-collector	1	1
0042201ba24c521466d506f0414384b394bae6b9059d0374030a51d7a8fce43b	Thì sẽ không tìm được nó đâu nữa		I took sentences from a website of Vietnamese storytelling.	1	2
0068840a029dcde03c5430cf7cc14e126c8ac3772c95bc814c61e2735a5d6e57	Mai sẽ là một ngày thật đặc biệt		I took sentences from a website of Vietnamese storytelling.	1	2
007422585d79856080fb7e20556f6ddb88f1422bfd1af8b7fc0d3c35b5ae2750	Mẹ ra đầu chợ mua cà mua khoai		th? l?c bát 	1	2
00af524e69e88731d358004bdd533fa4119c1c5310352f8c8b259a1e09625d78	Nếu một mình ông ta mà chống chọi với con cương thi này		I took sentences from a website of Vietnamese storytelling.	1	2
00f3fcab8e18f8582b4755b213e7164546cc567e674e81460a451ea529400b85	Nhìn sang bên ấy một vầng trăng tươi.		th? l?c bát 	1	2
4734a5302b2422ab9fea1ff8431bd445864d07d870a9d61da1ee2bc9da24cc1c	Chào em cô gái tháng mười		sentence-collector	1	2
4cdaf62e0202d4eec5986f6a40f95a82ace2bcd13d540a8a05fc7afdd51fab96	Lòng chợt buồn như mới thoáng chia phôi		sentence-collector	1	2
5df27b20dd2a5819db6fbfe1aabe83dbad9cf35499ddd1c0e0929b35b84e0bf9	Thu còn vương vấn mơ màng		sentence-collector	1	2
5fd1ac7861ffc036f58f379f5b81bee4e729860d354133f9d47352e55c5a2fd9	Ngôn từ hối hả liêu xiêu		sentence-collector	1	2
632d12ad953639934e16d716f8a7ce8db286b51703e5595bd79abbad39e4e116	Gửi hương yêu thắp lửa mộng lòng xinh		sentence-collector	1	2
7431183242ae6605bda4123c3f5e90b553209645101d883950e09d758d36fdb9	Em yêu ơi tháng mười về rồi đó		sentence-collector	1	2
775ffe7e9d27b719a9a0435d22455654f78d10067a54c921ffd7d69f72f4d953	Tiếng lá khô xào xạc giữa đêm thâu		sentence-collector	1	2
93b58985f6185c0b6c64a0fd780e8762d03e7a424d9205b9275e0401f917bf54	Để Thu nhặt nốt hoa cài tóc em.		sentence-collector	1	2
db4a43978bb1f88d8f3f6f8da2d55071c9a53efc311cca163b1bc1788f2f8f46	Pháo vu quy nô nức bến xa gần		sentence-collector	1	2
dc44b978fab44750f38c89b691ac8529d9106967a273a1fb53c287455646fa6e	Tháng mười về con tim anh thầm nhắc		sentence-collector	1	2
e1d1410188984f4bd0b5d05d8b25d6f03a0988d430f1135efaac845cc2bb68a7	Trăng quầng thì hạn, trăng tán thì mưa.		sentence-collector	1	2
e7b0bef206703b0e977c6fde6fd56e25a68ef68087944ebd6cc8da9484153e26	bà tài giỏi còn không biết thì tìm giúp tôi có ích gì		sentence-collector	1	2
e7db34338977ac0eaab4ddc73f699a3c9d6cf8b14093e272bcebc966e5154756	​Sẽ chìm như tiếng sóng buồn tan​		sentence-collector	1	2
e8e1526faa52a2a19a345b95f5020e4e1bd0db106f4b58e61d0eaf8fb61f133f	Chẳng lẽ đây là một kumanthong		sentence-collector	1	2
e96edf32a30877ea6be079a4934fd5468242408928f8418024e40d8fd1f1133a	Cây xoài này là Lộc của bố em trồng để lại đấy		sentence-collector	1	2
ee70589927956942986be3776d57aa46cdd69f5eb16e94cec11eb9e49664d47d	Con trai bất hiếu không phụng dưỡng được mẹ		sentence-collector	1	2
f14f9ff53d00252ee58c103f9e5ad3ca7a5f470675737e954d78aa224e65e805	Tôi thì cả đêm qua cũng không ngủ được		sentence-collector	1	2
f57e8001cb86265cdf8993607e25c470e1e03ad6090543c9de070d33fd3c2417	nên em cũng cảm thấy đỡ sợ hơn		sentence-collector	1	2
f68a0cf30f656e83ce6b626a86a856e0ec665478adc387de9fb4d54fcb2ee51e	của hai vũ trụ chứa đầy bí mật.		sentence-collector	1	2
f72cfe173183258402b2f81c5e090922bbcf6ada3667ebed83d45e26c952de45	Rời khỏi bệnh viện trinh lấy lý do mệt mỏi để trở về nhà		sentence-collector	1	2
f82ca067cdd7ff08da8f9ba2fca73f530ffa3674e28fc075d657d2c6baa21b45	Mày không định cho tao đi theo hay sao mà còn giấu		sentence-collector	1	2
f8cef4d8629136932a3f8c4901f32fc43f30016b74a25bcd64d74807cecd62d4	Anh sẽ mang hạt hoa vàng đi rải		sentence-collector	1	2
fa6af47acc31906484c62b9e0e5de1c626cf181d3b576e2d97a92708d61758bd	cháu số dương còn dài lắm cứ yên tâm đi		sentence-collector	1	2
fc333a4bd067f5511469bbe43cc29fc49fa4d99c20675261c3d9955eb70759bb	Hay tiểng gió em làm quà cũng được...		sentence-collector	1	2
fca421ecb3cdc60d637911834533f0c78af98702fe32023fd3f69f50e05e9ca0	Câu thơ tôi bỗng rung lên dạt dào		sentence-collector	1	2
fdb95acad925b1d9288a1366494afbf0c71f6d11b189cffb6e460051035d0054	tôi lừa đảo của gia đình anh cái gì		sentence-collector	1	2
ff6a4324da4fbb0f5d0a9f2d35bb0d2d06c9fac3e3470470e77ad08172c39561	Mẹ dù kiệt sức		sentence-collector	1	2
ffb24a015f98c67f4dc4acba0b4dfffc79744771ada8b463cea2f13d5444c732	Nhặt lòng theo chiếc lá rơi		sentence-collector	1	2
0079db21aa1fc37bcb50b5f59df936f25a1c9f08804a58f789b5e868afe08c91	Đàn bà con gái ai cũng có lòng đố kỵ		sentence-collector	1	3
00c36dfd24860c028772376e9f8bbfb9b344bc411799ecd18a9a55b91dd81214	Sớm hôm tần tảo cấy cày đồng sâu		th? l?c bát	1	3
01ce973fcb9396cc6c95499319ab9f0ee6f1a657884aed932c96fcf545e443bb	viêt nam cố lên		sentence-collector	1	3
020227f83781692849d15e2b1ad6c45ba07b618a0a3122081c483c2c31a5a298	Trinh vội vàng nói		sentence-collector	1	3
0458b114f211ee8733da24c1232156f67f59ddf4da3dbecb0255aba9b7f7eb6b	Cô hi vọng anh ta sẽ tỉnh lại		sentence-collector	1	3
05a62d93831ebdfa0e6bbd9a07b8b53a531f3c6dbebd8cb0d6e06d477f4867fb	Nhưng do có nhiều chuyện nên bán nhà đó để mua nơi khác		sentence-collector	1	3
090e7bf38d9688e63a9dfc047f7f20c7e8057fe9573c7ae15d3e7f1ea9130bde	Ai mà bị quỷ ám hay bắt hồn chị rất nguy hiểm		sentence-collector	1	3
094722772229ca8cd3ec375a080067078760500efc5d3588ddeab5c0897c9f6e	Nhất là lại nhớ đến người phụ nữ dân tộc kia		sentence-collector	1	3
097839aaef5b1b14783a95bd93ff3ce467fb63f6144d3d172fd616c9b0391460	Mấy đứa con gái thì vui mừng		sentence-collector	1	3
0a35cf9b5ead8474b45bb20667f82184e1aeca6c6c43c1a3b3b60fb8ada4aea9	Song trai liền hỏi tiếp		sentence-collector	1	3
0b51edc5d57dee89d299e2b36056466c2c655f53690bf5309848d23926af34a1	Tấc đất tấc vàng		sentence-collector	1	3
0b5ed7dd3a58543b5ba76adf1f757f1794c1ea9aaa34ebdc06d8cc6271002155	Như lời gió gọi tháng mười thao thức		sentence-collector	1	3
0b8d983c70cbef138a03c45c754d950ecd0a01cc4373074ad72f462d5d9838c1	Câu chuyện có tựa đề là Ma ở vùng núi Tây Bắc		sentence-collector	1	3
0bebcd5f7d0499820e7f5e500d9be8d87daac5d071163d3c54c125739606b310	Không nhìn vào mắt sầu		sentence-collector	1	3
0c019f4e17dc8bd5bfe6b29125ad17261adff2ca3f2bab9c1ec9a5284b88a0cf	nô en vui vẻ		sentence-collector	1	3
0d6f8357995859e0023ec2777772469433d07c6c6209fc3afa207de684ec228b	Đã có lúc Quân còn không thiết sống		sentence-collector	1	3
0d89d8171eb6775ce9c631bc34379df9cb66ac562f3880bdad31820c2e1a1ff8	Hẹn gặp nhau xong		sentence-collector	1	3
0e70f551d68b7a94b082c8481995ac3b8f326f1ee5396dc4d63c1b5fe0dd0a5a	Cô ta		sentence-collector	1	3
1006156393f1f60334b4b6bb5816af38f08554cdde1a03faab10b65038bfa8db	Cảm ơn con		sentence-collector	1	3
104182bfade5589e8f72d21721ce6804824db5102f4d28495bc722633e2af0e3	Việc nước trước việc nhà.		sentence-collector	1	3
105f561a8098e8d80427ad8094f8e7a52a69e0f59c04f022b5e42730700083cb	Khi được vuông tròn		sentence-collector	1	3
11c8126e6b5a432d29d6d420ad066acbdcaec301860567985f9a2393738a1b01	Some trai trả lời		sentence-collector	1	3
122c36f431467dd4417c92d985506d096728b285cd2c9610914dc6f55439fd10	Hạ liền gật đầu		sentence-collector	1	3
127f75bdd386a65569b94685c34649e7a2226a7a0c242ded05841a11a56ff47e	nhưng do sợ nên Trinh không dám nhận đó là bạn của mình		sentence-collector	1	3
12ae78791c8d4db7bd8e12674c12da14c14e6d3963f628606272e02dc291f329	Vần vũ mây che đèn cao áp chập chờn		sentence-collector	1	3
12d4df28a0f4762ca3a032c0e58f3d407375f8d8f79a9abd76f686b811bc9824	Tần tảo vì con		sentence-collector	1	3
15c3febd2ce60f7fcbc4213ee883f244fbb9ac821a3ba9732b69ff7392a7797e	giờ mày nói cái vụ đi ăn		sentence-collector	1	3
15d8b0c925c7d95244ace9eb40d8affa87f9348d94c471eb588042b0b09064b1	Là trong nhà lại xuất hiện tiếng động lạ không		sentence-collector	1	3
15ea281453fdd9390fa55ad2fe14606b800e067be5d7db004eb43ba6ba7c7030	Ta viết tiếp dạ khúc Mưa hiu hắt		sentence-collector	1	3
1698028e36d05df615f697ba7c750f087af9f1e870cd2f86891f06286751f713	nếu tao mà chết thật thì mày có chơi với tao nữa không		sentence-collector	1	3
170e240bce0e3b707452f8d183a1796f03a2d954db64f7f39cb093a3577d7078	thầy cũng nói chờ tuần bốn mươi chín của thảo sẽ làm lễ		sentence-collector	1	3
17db9e0dd5e098b81769f167db83d5a21393f020b331ce1e42e0d3d158805521	Thậm chí dùng cả cơ thể để mời gọi		sentence-collector	1	3
181679fa575d1440c7c249a1b01eca0909ed9f83fecc7474e1275998b7839212	Vẫn là Trinh		sentence-collector	1	3
18b6c860c6bd0d3cdd761e41a5668762ab52f8545161456498bfc4d594efc0a8	Em đi qua rạo rực cả trời chiều		sentence-collector	1	3
18d62f43a46e1824aaaade679df92e985a199c1b3ce118cc39aedca7f51019e3	Tháng mười ngọt ngào quá đỗi		sentence-collector	1	3
19945717c179a1932996e2dc2b584ac3115b2c07530dec6678f12754bfc78b3e	Dẫu đã được giải		sentence-collector	1	3
19dcb351df3974ac2f8445e13aa39f1db213273a7c59f76c20c69c853caa1a67	Tháng Mười, em đến thật rồi		sentence-collector	1	3
1a33b0913a5f209d446562e1e050a0d025d92e964b9d0525aca48bfb2048e47d	Trinh mỉm cười rồi chào		sentence-collector	1	3
1a568fad5a341c86e3f442a5b50b4bc2422ff1271ffe0cff3547b8ab402f73ab	Dù con có yêu với nhiều mạnh mẽ		sentence-collector	1	3
1af1e9a2e9293824d8df6af26c7734d0cb7af86cbb50cddb000cf34714bc6f0a	lại thấy thương tình nên mới mở lời giúp đỡ		sentence-collector	1	3
1b55eb79b34a394b367929ae317ae15b8dfe90b60ff6db197b9405765f85b59e	Cái Thảo nó đi rồi		sentence-collector	1	3
1bb6086f17da4a989c35442c79c8e2d0da102ec6ce3a16aef662a6ca1d839fc9	Ảnh Quân		sentence-collector	1	3
1c4c28f2cc4121d183d399c5dbc85eec57acbccf020be482970345a153109c50	em liền cầu xin		sentence-collector	1	3
1c7ce85df999afc5ebca3fa4f1a80f3b6393f8b7f8e4d3dc92e84641e8529f9f	Biết mà không sai là tốt rồi		sentence-collector	1	3
1d7f955590feb8d77cb8e0e1a66ca6f71fe40d4d9a4abfee17beff1fcdfe9255	Đó vẫn là trinh		sentence-collector	1	3
1e0c8be2f8909907b6f527182109bc08fb4ee9f807dcf52c7b8f6df267dc55d2	bát hương của bố con bốc cháy thì liên quan gì đến con Thảo		sentence-collector	1	3
1e14a5d2fc6630eb8b2c655cfa897c4a156aa5bda86fcd60f457ef48e8ccd2b8	Bên trong đèn hồng đèn đỏ đèn xanh lờ mờ luôn được bật sáng		sentence-collector	1	3
1e37d2839ab173e9873ff884299be89a2b01c29f16a9a082f754cd1e55f95210	Tuyển tập thơ chủ đề thực vật cho bé mầm non		sentence-collector	1	3
1e72b1a718fbc4ef0f2e1db7178d97dbe44181cbeb296e848c152e3d92ecc90c	Anh chàng bị thương vẫn không lên một tiếng		sentence-collector	1	3
1e75b7d7ce47942ded414993e4e2fa4746352b73782b71b550aa6018a7268192	là một tấm gương.		sentence-collector	1	3
1e7bd8c497acaeaa280f3c276667eaa14441f627e9c309f485565763a48f37e3	Thế được rồi đi sang đây tao cho mày xem		sentence-collector	1	3
1ec5f98be092bd9cc76f53ba166a21f0582379cae59a6d64ad7cee047ca23864	Lời dạy bảo của cô		sentence-collector	1	3
1ef03b9ec32eb3186d2854d18f3de54cf6885b1c356a12c0ecfbae2626be88c3	A Hội và A Pheng là hai đứa bạn thân		sentence-collector	1	3
1f5cc1f7de4968333c713a85e769e9d4a4b2719523c367855e1efa850bbd19a3	tiếng đáp vọng lại rất gần		sentence-collector	1	3
1f78dc148222abce747e0b25c290783d867b948e0cbd0816e5f41001512728f8	Áo chia hai vạt tôi buồn một bên!		sentence-collector	1	3
1fb9b1a753c99cf66e32e01116791d26a462419a510740f174a9c3e1f718eb28	như xé toạc cả mảng âm thanh ồn ào bàn tán xung quanh		sentence-collector	1	3
1fe37310aff25aa210b5849f2db499c3ffae0c19954f90178c82f082315ef9e0	Còn Phương may mắn chỉ bị gãy vài cái xương		sentence-collector	1	3
2016725b64af960c63831b16f4ddd64bedbe7e4fc445edf45c24169fd401e23c	Cái chết của bà tâm khiến cho quân gần như sụp đổ		sentence-collector	1	3
2021aa7530462a471ca405bc796f15459d134d203f25d68a5d438f430f970eab	Mái tranh vàng võ		sentence-collector	1	3
2058bf9f36bd27afcca8e250fe732140e5e72c3dd58f474734e93ae91d74d0d4	Nghĩa là ghen quá đấy mà thôi		sentence-collector	1	3
207fbc183998e3cb8f6de05a471f73edb70f2ae3bf9a5b072a3d7bce9d489b28	Anh là chồng của Nhi anh đừng khách sáo như vậy		sentence-collector	1	3
20de3053461c5932ef2c5e3e7f4d42fa3b3f44264f54417b35f8ea4a7e443636	Những ngày bên mẹ		sentence-collector	1	3
2118f7b93ce4020b03691ce0bf384d7a5c98b66193f7364ad40a1dc4f91aeb8b	Trinh mặc bộ váy ngủ mỏng tang khiêu gợi bước vào bên trong		sentence-collector	1	3
2179609e61202e3d5102cedd241aae19b22728b3e5515e9f509307c142076f8f	Đi qua góc phố tháng mười		sentence-collector	1	3
2190fbc07e637fc44bdbc663bda353cac3697dc0a303ecebf42e075848e4abf2	Vô tình em không biết		sentence-collector	1	3
2194b80492ce3bea49a05744b8afbbe72f02b7f35d0c9b77f07305f0e3f135bc	Con ngủ bình yên		sentence-collector	1	3
21c63c2ccb67cd071f462e94f339ec97793bf9adb075ba4ecaae985244322f5d	Mỗi khi mà có Đụng độ giữa bà len với ai đó		sentence-collector	1	3
21d1ee64932b36cf8263d54344410e73a8e72fd4d9923fbf7ca8b9082240b45c	vì tao xấu xí phải không		sentence-collector	1	3
21e49a00bfa829a9e787f18365dc2b1779a9a660a2143061eafee8f846abdd43	Thì hãy chấp nhận anh ta và chăm sóc cẩn thận		sentence-collector	1	3
22711064842d345914b992236168efaf8cddbd247cbd223959387af63318b13f	Giọng của Hạ liền đáp		sentence-collector	1	3
22dba925bafdf331dfe10c380adc7d0740dadf0647e7ad08d4b3886bf1f7edf4	Sao không cầm, và giữ cho riêng anh		sentence-collector	1	3
22f03ff3a8b77d5eecc2987aee9257ec4c2babb42e4e479102c3c4d31b2f10f4	Ông bà tao ngày ấy thì sợ lắm		sentence-collector	1	3
22fc4401e07937ef7ee3862c63190e506f16a55bd7991a7d83f19ec0ffb59535	Mẹ bảo cái thảo thân thiết với em		sentence-collector	1	3
2328ded048b34677b2646690de619dbd0d261053764190666cf31b24a9b90a5c	lúc cháu giật mình tỉnh dậy thì cháu còn bị rét run		sentence-collector	1	3
233e03b42a027069d1dafe8602857921744808b49e399b405f66b26755dd68cc	rồi kiểm tra người em xem có bị thương gì không		sentence-collector	1	3
236cbe441b2648f6de21017a8c2d4b5b09f2114b9605045719c16214ddd3bf07	Nghiệp của nó thì bản thân nó gánh		sentence-collector	1	3
23a356cd97fda954fac95b5366c90f3a46a6a2e41b6995d30f46ed0604576e0a	Và điều này trình thấy chính xác		sentence-collector	1	3
23c239cf9e0c0746800842bedf0b2fef581ba6239b78eb1d5b108c4cc437fdec	ngày nào nó cũng lang thang khắp nơi theo chân con cô		sentence-collector	1	3
23d5a00b93ef165f934ae738e017d7a196687ecd13f75086bcb1665a4d4ee326	Em cũng		sentence-collector	1	3
2438d7ed6fb2ee50cd7fd1af3b0a2e010fdd7832612f6eb64dfce642bf5dcc22	Chồng chồng của mẹ		sentence-collector	1	3
24914ae2125cf12cebe40521da979a8099f814082b23763f937a91ec81024e93	Và tương lai ít ra cũng ngọt ngào.		sentence-collector	1	3
